LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.4861926874319925
Amygdala;DICE;STD;0.09594049103900795
GreyMatter;DICE;MEAN;0.6106016388517139
GreyMatter;DICE;STD;0.06954232479512075
Hippocampus;DICE;MEAN;0.42030211199954237
Hippocampus;DICE;STD;0.08419082704486373
Thalamus;DICE;MEAN;0.6809027054726174
Thalamus;DICE;STD;0.10359158620911507
WhiteMatter;DICE;MEAN;0.7530361569482877
WhiteMatter;DICE;STD;0.06786354518137103
