SUBJECT;LABEL;DICE
117122;Amygdala;0.37163876204972096
117122;GreyMatter;0.7404808500257501
117122;Hippocampus;0.46867542972699694
117122;Thalamus;0.7351820561243084
117122;WhiteMatter;0.8150425580917333
117122-PP;Amygdala;0.37163876204972096
117122-PP;GreyMatter;0.7404808500257501
117122-PP;Hippocampus;0.46867542972699694
117122-PP;Thalamus;0.7351820561243084
117122-PP;WhiteMatter;0.8150425580917333
118528;Amygdala;0.43125339120998374
118528;GreyMatter;0.7361616355621619
118528;Hippocampus;0.43356178055758865
118528;Thalamus;0.7033481755623663
118528;WhiteMatter;0.8295405697270888
118528-PP;Amygdala;0.43125339120998374
118528-PP;GreyMatter;0.7361616355621619
118528-PP;Hippocampus;0.43356178055758865
118528-PP;Thalamus;0.7033481755623663
118528-PP;WhiteMatter;0.8295405697270888
118730;Amygdala;0.475209624498724
118730;GreyMatter;0.739350083221051
118730;Hippocampus;0.4392970213865736
118730;Thalamus;0.6750073594347954
118730;WhiteMatter;0.8225362991843603
118730-PP;Amygdala;0.475209624498724
118730-PP;GreyMatter;0.739350083221051
118730-PP;Hippocampus;0.4392970213865736
118730-PP;Thalamus;0.6750073594347954
118730-PP;WhiteMatter;0.8225362991843603
118932;Amygdala;0.4349659733537813
118932;GreyMatter;0.742859436093243
118932;Hippocampus;0.45581151489333815
118932;Thalamus;0.7089615789210039
118932;WhiteMatter;0.8418449883033142
118932-PP;Amygdala;0.4349659733537813
118932-PP;GreyMatter;0.742859436093243
118932-PP;Hippocampus;0.45581151489333815
118932-PP;Thalamus;0.7089615789210039
118932-PP;WhiteMatter;0.8418449883033142
120111;Amygdala;0.46193835870776084
120111;GreyMatter;0.725222622940399
120111;Hippocampus;0.46447449715109496
120111;Thalamus;0.7214330808080808
120111;WhiteMatter;0.8598049150850001
120111-PP;Amygdala;0.46193835870776084
120111-PP;GreyMatter;0.725222622940399
120111-PP;Hippocampus;0.46447449715109496
120111-PP;Thalamus;0.7214330808080808
120111-PP;WhiteMatter;0.8598049150850001
122317;Amygdala;0.5330785765464533
122317;GreyMatter;0.7466165434347517
122317;Hippocampus;0.468481138318994
122317;Thalamus;0.6231138144812258
122317;WhiteMatter;0.8358490627079291
122317-PP;Amygdala;0.5330785765464533
122317-PP;GreyMatter;0.7466165434347517
122317-PP;Hippocampus;0.468481138318994
122317-PP;Thalamus;0.6231138144812258
122317-PP;WhiteMatter;0.8358490627079291
122620;Amygdala;0.4919145538031543
122620;GreyMatter;0.7506312533928313
122620;Hippocampus;0.38328327688670205
122620;Thalamus;0.6862034527036667
122620;WhiteMatter;0.8124229914592921
122620-PP;Amygdala;0.4919145538031543
122620-PP;GreyMatter;0.7506312533928313
122620-PP;Hippocampus;0.38328327688670205
122620-PP;Thalamus;0.6862034527036667
122620-PP;WhiteMatter;0.8124229914592921
123117;Amygdala;0.3974157821873558
123117;GreyMatter;0.7160923029803148
123117;Hippocampus;0.30086101500923446
123117;Thalamus;0.4028409505509206
123117;WhiteMatter;0.8566099807017317
123117-PP;Amygdala;0.3974157821873558
123117-PP;GreyMatter;0.7160923029803148
123117-PP;Hippocampus;0.30086101500923446
123117-PP;Thalamus;0.4028409505509206
123117-PP;WhiteMatter;0.8566099807017317
123925;Amygdala;0.5220902612826603
123925;GreyMatter;0.7325446034196643
123925;Hippocampus;0.3904319934484406
123925;Thalamus;0.7379062679180373
123925;WhiteMatter;0.8285799475778131
123925-PP;Amygdala;0.5220902612826603
123925-PP;GreyMatter;0.7325446034196643
123925-PP;Hippocampus;0.3904319934484406
123925-PP;Thalamus;0.7379062679180373
123925-PP;WhiteMatter;0.8285799475778131
124422;Amygdala;0.5366765643901903
124422;GreyMatter;0.7271756493768292
124422;Hippocampus;0.468040147913365
124422;Thalamus;0.7694634868526922
124422;WhiteMatter;0.7802816403428577
124422-PP;Amygdala;0.5366765643901903
124422-PP;GreyMatter;0.7271756493768292
124422-PP;Hippocampus;0.468040147913365
124422-PP;Thalamus;0.7694634868526922
124422-PP;WhiteMatter;0.7802816403428577
