LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.46561818480297845
Amygdala;DICE;STD;0.054028257211191255
GreyMatter;DICE;MEAN;0.7357134980446995
GreyMatter;DICE;STD;0.010033045335874943
Hippocampus;DICE;MEAN;0.4272917815292329
Hippocampus;DICE;STD;0.05170019168144035
Thalamus;DICE;MEAN;0.6763460223357097
Thalamus;DICE;STD;0.09873479212264717
WhiteMatter;DICE;MEAN;0.828251295318112
WhiteMatter;DICE;STD;0.02191548693867425
