LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.5755390722757253
Amygdala;DICE;STD;0.07977182354348432
GreyMatter;DICE;MEAN;0.509301322127823
GreyMatter;DICE;STD;0.02459145198112895
Hippocampus;DICE;MEAN;0.5896213221799368
Hippocampus;DICE;STD;0.06644354276047044
Thalamus;DICE;MEAN;0.7395653800350818
Thalamus;DICE;STD;0.06404431899776315
WhiteMatter;DICE;MEAN;0.6373743562733336
WhiteMatter;DICE;STD;0.03450596656300409
