LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.48135805048346575
Amygdala;DICE;STD;0.05939708790648774
GreyMatter;DICE;MEAN;0.7361259009150094
GreyMatter;DICE;STD;0.010381859913737084
Hippocampus;DICE;MEAN;0.4248457818642743
Hippocampus;DICE;STD;0.04758466762215953
Thalamus;DICE;MEAN;0.6815527691820507
Thalamus;DICE;STD;0.10566022424769765
WhiteMatter;DICE;MEAN;0.8314600532080071
WhiteMatter;DICE;STD;0.022356734860540736
