LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.48019058560337513
Amygdala;DICE;STD;0.08869592121778247
GreyMatter;DICE;MEAN;0.6125438184436696
GreyMatter;DICE;STD;0.07062394018882653
Hippocampus;DICE;MEAN;0.43245990970076986
Hippocampus;DICE;STD;0.08561426806678621
Thalamus;DICE;MEAN;0.6796306682153295
Thalamus;DICE;STD;0.11086188887702447
WhiteMatter;DICE;MEAN;0.7504561958238025
WhiteMatter;DICE;STD;0.06730046256269413
