LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.5575858894267409
Amygdala;DICE;STD;0.1450285325268125
GreyMatter;DICE;MEAN;0.505524217822748
GreyMatter;DICE;STD;0.053148956670229903
Hippocampus;DICE;MEAN;0.5672540801593744
Hippocampus;DICE;STD;0.12493301080076971
Thalamus;DICE;MEAN;0.7170006042357475
Thalamus;DICE;STD;0.12153594343347573
WhiteMatter;DICE;MEAN;0.6198952785277958
WhiteMatter;DICE;STD;0.06793600874227772
