LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.5380481176835097
Amygdala;DICE;STD;0.1512382262421617
GreyMatter;DICE;MEAN;0.5005019241463862
GreyMatter;DICE;STD;0.04350674958372797
Hippocampus;DICE;MEAN;0.5399670008431947
Hippocampus;DICE;STD;0.15644163879220427
Thalamus;DICE;MEAN;0.7137681682457704
Thalamus;DICE;STD;0.11229000701685031
WhiteMatter;DICE;MEAN;0.62226768475955
WhiteMatter;DICE;STD;0.06318033512803677
