LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.5555949684678206
Amygdala;DICE;STD;0.1594444084816837
GreyMatter;DICE;MEAN;0.5187775037721669
GreyMatter;DICE;STD;0.04287304630087673
Hippocampus;DICE;MEAN;0.5560559611972226
Hippocampus;DICE;STD;0.15570683747668068
Thalamus;DICE;MEAN;0.7418923617881652
Thalamus;DICE;STD;0.09531336978392456
WhiteMatter;DICE;MEAN;0.6434157345847382
WhiteMatter;DICE;STD;0.05999110429241146
